weathertypeid,locationid,eventdate,severity
1,290,2020-12-29,Moderate
1,649,2020-03-23,Severe
1,1238,2020-12-05,Severe
2,384,2020-05-21,Light
1,1610,2020-05-17,Severe
2,377,2020-10-23,Light
5,572,2020-06-18,Severe
2,331,2020-02-03,Light
1,636,2020-07-23,Moderate
2,1467,2020-04-05,Moderate
2,650,2020-01-15,Light
2,813,2020-03-23,Light
2,947,2020-01-11,Light
3,267,2020-01-11,Light
2,746,2020-06-28,Light
2,225,2020-11-29,Light
1,1028,2020-12-30,Severe
1,1377,2020-12-27,Moderate
2,588,2020-04-13,Light
4,26,2020-07-23,UNK
6,661,2020-10-12,Severe
2,120,2020-02-06,Light
2,488,2020-06-21,Light
2,24,2020-04-26,Light
1,1611,2020-10-08,Moderate
2,19,2020-10-16,Light
1,1222,2020-08-02,Severe
4,979,2020-08-13,UNK
5,149,2020-05-03,Severe
2,33,2020-05-11,Light
2,1207,2020-10-14,Light
2,1267,2020-01-11,Light
3,960,2020-11-10,Moderate
1,1244,2020-03-04,Severe
2,481,2020-04-29,Moderate
2,197,2020-03-19,Light
2,398,2020-12-02,Light
3,238,2020-10-24,Light
3,740,2020-02-12,Light
2,465,2020-08-26,Light
5,957,2020-01-17,Severe
1,913,2020-09-22,Moderate
2,65,2020-06-23,Light
2,781,2020-08-11,Light
2,548,2020-12-18,Light
3,1550,2020-01-03,Light
3,259,2020-02-07,Light
2,643,2020-11-22,Light
4,1559,2020-05-16,UNK
1,371,2020-03-29,Severe
2,520,2020-11-24,Light
2,63,2020-10-11,Light
1,371,2020-01-03,Severe
2,668,2020-12-14,Moderate
1,813,2020-09-13,Moderate
1,1613,2020-11-15,Severe
2,57,2020-01-03,Light
3,650,2020-12-25,Heavy
1,500,2020-08-24,Moderate
2,214,2020-01-28,Light
2,160,2020-03-27,Light
1,400,2020-07-31,Severe
2,1307,2020-09-29,Light
2,526,2020-07-26,Moderate
2,757,2020-06-18,Light
2,198,2020-01-17,Light
3,1303,2020-04-22,Light
6,3,2020-03-29,Severe
3,1422,2020-01-13,Light
2,1538,2020-11-30,Light
2,269,2020-03-11,Light
1,1614,2020-05-13,Severe
3,238,2020-01-10,Light
2,688,2020-04-13,Light
2,485,2020-12-25,Light
1,206,2020-01-15,Severe
2,1583,2020-11-23,Light
1,143,2020-12-02,Severe
1,1365,2020-02-07,Severe
2,1435,2020-06-04,Light
1,336,2020-03-15,Severe
2,1615,2020-09-17,Light
2,26,2020-09-27,Light
2,1297,2020-04-24,Light
2,608,2020-06-20,Light
3,1318,2020-02-10,Light
2,1314,2020-03-29,Light
2,1069,2020-03-03,Light
1,577,2020-02-17,Severe
1,281,2020-04-26,Moderate
1,2,2020-04-25,Severe
1,262,2020-02-08,Moderate
1,480,2020-02-10,Severe
2,775,2020-04-24,Moderate
2,1227,2020-03-08,Light
2,88,2020-03-21,Light
1,994,2020-03-06,Severe
1,1146,2020-02-04,Severe
2,1089,2020-07-11,Moderate
2,647,2020-12-30,Light
4,1616,2020-03-19,UNK
2,205,2020-03-10,Light
1,31,2020-09-13,Severe
2,192,2020-07-16,Light
2,106,2020-04-10,Light
1,321,2020-01-22,Severe
1,538,2020-06-29,Severe
2,524,2020-02-10,Moderate
2,576,2020-03-23,Moderate
1,1203,2020-08-27,Severe
2,742,2020-03-08,Light
2,150,2020-01-03,Moderate
2,843,2020-11-06,Light
2,1184,2020-03-02,Moderate
2,167,2020-08-03,Light
2,1217,2020-12-30,Light
2,784,2020-05-28,Light
1,1095,2020-09-25,Moderate
3,429,2020-01-29,Light
1,229,2020-08-05,Severe
3,650,2020-02-07,Moderate
1,950,2020-03-12,Severe
2,1571,2020-07-24,Light
3,1494,2020-02-17,Light
2,550,2020-10-28,Light
2,105,2020-08-03,Light
2,1617,2020-02-19,Light
2,777,2020-03-19,Light
3,21,2020-03-12,Light
4,1070,2020-05-25,UNK
1,1348,2020-06-18,Severe
3,557,2020-02-08,Light
2,1124,2020-03-08,Light
4,538,2020-06-04,UNK
2,1579,2020-06-22,Light
2,26,2020-06-07,Light
2,1099,2020-11-11,Light
3,966,2020-12-01,Light
4,639,2020-05-22,UNK
2,86,2020-06-27,Light
2,601,2020-01-13,Light
2,1500,2020-04-24,Light
3,932,2020-02-08,Light
1,1273,2020-09-11,Moderate
5,417,2020-12-02,Severe
1,509,2020-06-03,Moderate
3,310,2020-02-11,Moderate
2,1021,2020-01-17,Light
2,466,2020-03-02,Light
2,956,2020-03-13,Light
4,979,2020-05-15,UNK
2,1494,2020-11-23,Light
3,276,2020-02-29,Light
2,635,2020-02-07,Light
2,749,2020-07-24,Light
2,885,2020-07-10,Light
2,1345,2020-07-05,Light
1,620,2020-02-13,Severe
1,1165,2020-02-01,Severe
1,908,2020-12-08,Severe
1,196,2020-11-30,Moderate
3,1618,2020-10-22,Light
1,950,2020-01-13,Severe
2,718,2020-05-01,Light
2,526,2020-08-16,Moderate
1,1468,2020-09-13,Severe
2,1348,2020-10-29,Light
1,1441,2020-02-26,Severe
2,735,2020-08-01,Light
3,224,2020-04-08,Light
2,87,2020-05-16,Light
4,1357,2020-06-10,UNK
3,1619,2020-01-14,Heavy
2,693,2020-04-29,Light
2,569,2020-01-11,Light
2,1013,2020-11-28,Light
5,148,2020-07-24,Severe
1,336,2020-10-22,Severe
1,1539,2020-02-10,Severe
2,1092,2020-03-31,Light
2,443,2020-06-08,Light
2,449,2020-09-10,Light
5,555,2020-07-18,Severe
1,1620,2020-01-08,Moderate
2,1202,2020-10-23,Light
2,205,2020-03-20,Light
3,1621,2020-12-11,Light
2,764,2020-09-25,Light
2,861,2020-06-05,Light
1,1121,2020-07-04,Moderate
2,1232,2020-03-28,Light
1,1270,2020-08-22,Severe
3,243,2020-04-22,Light
1,1407,2020-04-28,Severe
2,205,2020-09-20,Light
2,5,2020-03-11,Light
1,411,2020-07-17,Severe
3,372,2020-12-26,Light
2,284,2020-06-17,Light
2,1038,2020-06-11,Light
4,934,2020-04-22,UNK
2,59,2020-01-18,Light
2,350,2020-03-17,Light
2,105,2020-09-13,Light
1,1317,2020-12-29,Severe
1,552,2020-03-15,Severe
2,515,2020-07-23,Light
1,1137,2020-10-19,Severe
6,1623,2020-12-20,Severe
1,1624,2020-03-03,Severe
3,1459,2020-04-18,Light
2,204,2020-02-09,Light
1,809,2020-05-23,Severe
2,413,2020-04-09,Light
5,203,2020-07-26,Severe
3,476,2020-01-27,Light
2,268,2020-12-24,Light
3,745,2020-11-22,Moderate
2,1476,2020-07-23,Light
1,281,2020-04-07,Severe
2,558,2020-03-23,Light
1,1625,2020-01-27,Moderate
2,203,2020-01-10,Light
2,555,2020-11-25,Moderate
3,636,2020-12-08,Light
2,705,2020-06-10,Light
2,449,2020-01-23,Light
1,996,2020-01-22,Severe
1,1231,2020-11-28,Severe
2,249,2020-04-30,Moderate
3,805,2020-04-22,Heavy
2,1430,2020-05-12,Light
1,1170,2020-10-25,Severe
1,592,2020-11-13,Severe
2,1480,2020-04-25,Light
2,1337,2020-01-25,Heavy
1,302,2020-04-16,Moderate
2,318,2020-09-16,Light
2,456,2020-04-24,Light
2,1469,2020-07-27,Light
2,1375,2020-09-28,Moderate
2,389,2020-10-12,Light
1,1004,2020-06-04,Moderate
1,66,2020-11-27,Severe
2,1348,2020-01-26,Moderate
1,326,2020-04-29,Moderate
1,1228,2020-10-22,Severe
1,875,2020-03-17,Severe
1,623,2020-05-16,Moderate
2,1107,2020-10-28,Light
2,140,2020-03-29,Light
2,659,2020-06-13,Light
1,1351,2020-03-27,Severe
1,135,2020-12-01,Severe
2,208,2020-10-29,Light
2,74,2020-12-30,Light
2,302,2020-04-03,Light
3,280,2020-04-17,Light
2,409,2020-03-17,Light
2,1513,2020-01-25,Light
2,558,2020-03-05,Light
2,981,2020-07-27,Light
2,998,2020-06-25,Light
1,1249,2020-11-12,Moderate
1,245,2020-07-05,Severe
1,411,2020-10-21,Severe
2,499,2020-03-14,Light
2,332,2020-05-23,Moderate
2,220,2020-09-14,Light
1,31,2020-05-03,Moderate
1,162,2020-03-23,Severe
2,1195,2020-06-14,Light
2,135,2020-07-01,Light
3,1063,2020-03-18,Light
3,1166,2020-04-13,Light
1,423,2020-01-24,Severe
2,449,2020-07-29,Light
1,1100,2020-07-25,Severe
1,106,2020-03-10,Moderate
2,668,2020-04-23,Light
2,398,2020-02-25,Light
2,215,2020-12-25,Light
2,1296,2020-05-26,Light
2,117,2020-06-08,Light
4,484,2020-10-13,UNK
2,649,2020-09-01,Light
2,445,2020-02-19,Heavy
2,1272,2020-10-21,Light
2,105,2020-04-13,Moderate
1,1309,2020-08-12,Moderate
2,1016,2020-04-23,Light
1,149,2020-07-02,Moderate
1,317,2020-04-13,Moderate
2,440,2020-10-30,Light
2,913,2020-01-04,Light
2,797,2020-01-18,Light
1,839,2020-05-12,Severe
2,26,2020-03-31,Light
5,1094,2020-07-01,Severe
2,241,2020-05-13,Light
2,207,2020-08-25,Light
2,1231,2020-12-24,Moderate
2,378,2020-09-03,Moderate
2,509,2020-12-28,Moderate
2,1497,2020-08-28,Light
2,818,2020-04-12,Light
2,242,2020-11-29,Light
2,832,2020-11-11,Light
3,1626,2020-02-29,Light
2,1292,2020-01-31,Light
2,1137,2020-02-04,Light
1,1301,2020-05-13,Severe
1,287,2020-05-27,Severe
2,1236,2020-07-06,Light
2,2,2020-01-31,Light
2,155,2020-04-07,Light
1,960,2020-10-23,Severe
1,1418,2020-02-10,Moderate
1,183,2020-11-25,Severe
2,631,2020-09-17,Light
3,523,2020-04-21,Light
2,1029,2020-03-19,Light
1,1431,2020-03-25,Severe
2,682,2020-03-06,Light
2,145,2020-12-08,Light
2,228,2020-04-12,Light
1,659,2020-03-04,Severe
3,1366,2020-12-10,Light
2,1599,2020-10-05,Light
2,11,2020-03-21,Light
3,1455,2020-01-17,Light
2,441,2020-04-29,Light
2,641,2020-04-21,Light
2,1175,2020-05-15,Light
1,234,2020-07-14,Severe
2,115,2020-01-23,Light
2,285,2020-10-27,Light
2,275,2020-09-23,Light
2,110,2020-02-13,Light
2,584,2020-02-29,Light
1,1271,2020-04-05,Severe
2,1023,2020-07-07,Light
1,293,2020-06-11,Severe
3,540,2020-03-26,Light
2,205,2020-12-12,Light
2,901,2020-04-07,Light
1,1627,2020-01-20,Severe
3,358,2020-03-24,Light
1,234,2020-02-11,Severe
2,391,2020-05-17,Light
3,200,2020-11-24,Light
2,945,2020-07-30,Light
2,773,2020-11-10,Light
1,344,2020-08-17,Severe
1,112,2020-06-04,Severe
2,888,2020-03-06,Light
2,363,2020-01-11,Light
1,255,2020-09-01,Moderate
3,594,2020-10-20,Light
3,1456,2020-03-17,Light
2,824,2020-08-26,Light
2,405,2020-01-18,Light
2,76,2020-06-04,Light
2,248,2020-08-10,Light
3,1146,2020-03-01,Light
2,408,2020-09-10,Light
4,1628,2020-03-29,UNK
2,1517,2020-09-09,Light
1,429,2020-05-14,Severe
3,1494,2020-02-07,Light
3,534,2020-01-26,Light
2,66,2020-11-11,Heavy
2,896,2020-02-24,Light
3,1531,2020-10-25,Light
1,1346,2020-01-26,Severe
3,508,2020-03-14,Light
2,1164,2020-06-16,Light
1,3,2020-11-10,Severe
1,147,2020-11-12,Severe
2,1579,2020-01-13,Light
1,303,2020-02-17,Severe
1,331,2020-01-31,Severe
1,688,2020-10-28,Severe
2,26,2020-06-08,Light
2,1194,2020-07-17,Light
1,209,2020-12-11,Severe
2,1332,2020-01-01,Light
2,884,2020-12-01,Light
3,387,2020-01-27,Light
2,355,2020-02-10,Heavy
2,593,2020-09-18,Moderate
1,1629,2020-03-26,Severe
2,502,2020-12-20,Light
2,1018,2020-07-17,Moderate
2,416,2020-09-10,Light
1,120,2020-03-06,Severe
3,249,2020-12-16,Heavy
3,1601,2020-11-13,Light
3,697,2020-12-22,Light
1,1290,2020-07-02,Severe
2,215,2020-04-01,Light
2,492,2020-09-30,Light
2,1532,2020-04-02,Light
4,182,2020-04-02,UNK
2,49,2020-08-15,Light
2,969,2020-01-11,Light
2,88,2020-03-06,Light
4,1540,2020-06-23,UNK
2,818,2020-02-19,Light
2,713,2020-01-17,Light
1,299,2020-01-14,Severe
2,925,2020-11-12,Moderate
2,1630,2020-03-15,Moderate
2,151,2020-01-06,Light
2,1210,2020-07-29,Light
2,528,2020-08-31,Light
1,1631,2020-02-07,Severe
2,1018,2020-01-12,Light
1,1193,2020-10-26,Severe
2,408,2020-08-04,Light
3,1263,2020-01-22,Light
2,1056,2020-07-22,Light
1,724,2020-06-30,Moderate
3,556,2020-03-20,Light
4,1107,2020-07-10,UNK
5,392,2020-11-18,Severe
1,731,2020-08-24,Severe
1,1380,2020-09-11,Severe
2,1613,2020-01-22,Light
2,221,2020-12-24,Light
2,469,2020-05-31,Light
3,1195,2020-02-09,Heavy
2,1587,2020-04-29,Light
2,1632,2020-07-16,Moderate
2,26,2020-09-12,Light
2,1534,2020-09-03,Moderate
2,26,2020-01-02,Light
3,824,2020-01-17,Light
1,23,2020-02-09,Moderate
2,1633,2020-11-24,Light
2,1293,2020-07-08,Light
2,1081,2020-09-24,Light
5,670,2020-11-09,Severe
1,1634,2020-01-14,Severe
1,1579,2020-08-21,Severe
2,1635,2020-07-06,Light
3,308,2020-12-29,Light
2,69,2020-03-18,Light
2,287,2020-02-06,Light
1,538,2020-10-22,Severe
2,311,2020-11-23,Light
1,1534,2020-10-27,Severe
1,201,2020-01-15,Severe
3,525,2020-02-17,Light
2,12,2020-12-30,Light
1,162,2020-05-31,Severe
1,1629,2020-02-13,Severe
3,1173,2020-02-28,Light
5,246,2020-07-09,Severe
3,636,2020-12-17,Moderate
2,706,2020-11-25,Light
3,1637,2020-02-25,Light
1,542,2020-10-04,Moderate
1,398,2020-03-15,Severe
1,1104,2020-01-25,Severe
2,579,2020-12-28,Moderate
1,4,2020-10-07,Severe
2,242,2020-08-27,Light
2,1427,2020-05-28,Light
2,463,2020-08-30,Light
2,94,2020-12-04,Light
2,219,2020-05-19,Light
1,985,2020-09-26,Severe
6,234,2020-12-24,Severe
2,1638,2020-11-30,Light
2,384,2020-03-22,Moderate
2,763,2020-03-16,Light
2,1639,2020-01-28,Light
2,373,2020-01-25,Light
4,934,2020-12-31,UNK
2,935,2020-04-26,Light
2,198,2020-03-14,Light
1,1446,2020-01-15,Severe
1,950,2020-12-20,Severe
1,504,2020-12-25,Moderate
2,716,2020-04-20,Light
1,860,2020-12-04,Severe
2,474,2020-07-19,Light
1,460,2020-09-23,Moderate
2,485,2020-10-26,Light
2,338,2020-02-04,Light
1,213,2020-02-28,Severe
2,1081,2020-10-28,Light
2,1059,2020-09-29,Light
1,1322,2020-08-02,Severe
2,421,2020-03-29,Light
4,796,2020-06-03,UNK
2,117,2020-02-06,Light
3,918,2020-10-21,Light
1,2,2020-11-28,Severe
2,77,2020-12-24,Moderate
1,1640,2020-03-22,Severe
1,178,2020-01-14,Severe
2,481,2020-08-18,Light
2,743,2020-03-20,Light
2,130,2020-09-09,Light
1,661,2020-04-06,Severe
1,952,2020-02-29,Moderate
2,442,2020-10-29,Light
1,1143,2020-10-22,Severe
1,232,2020-05-01,Severe
3,575,2020-01-03,Light
1,210,2020-02-24,Severe
2,282,2020-05-27,Moderate
2,325,2020-09-07,Light
2,797,2020-10-27,Light
3,746,2020-02-13,Light
3,284,2020-01-21,Light
5,938,2020-04-07,Severe
2,1208,2020-03-27,Light
1,563,2020-01-16,Severe
2,839,2020-08-10,Light
1,1537,2020-01-12,Severe
2,721,2020-12-01,Light
2,969,2020-08-14,Moderate
2,1543,2020-09-22,Light
4,49,2020-06-29,UNK
3,492,2020-12-17,Moderate
2,3,2020-08-17,Moderate
2,209,2020-03-28,Light
1,582,2020-08-25,Severe
2,752,2020-06-19,Light
2,577,2020-01-03,Light
1,1367,2020-10-28,Severe
2,335,2020-05-18,Moderate
1,1361,2020-11-22,Severe
2,24,2020-04-13,Moderate
2,1013,2020-12-24,Heavy
1,1197,2020-06-05,Severe
1,1366,2020-09-07,Severe
2,386,2020-05-06,Light
3,545,2020-02-27,Moderate
1,437,2020-12-20,Moderate
3,1422,2020-01-19,Light
2,414,2020-10-11,Light
2,935,2020-02-05,Light
1,6,2020-10-26,Severe
3,231,2020-03-06,Light
3,213,2020-10-25,Heavy
2,253,2020-05-27,Heavy
2,568,2020-11-24,Light
2,117,2020-04-29,Light
1,662,2020-07-17,Severe
2,58,2020-07-08,Moderate
2,928,2020-01-26,Light
2,548,2020-06-07,Light
3,411,2020-02-12,Light
2,763,2020-04-22,Light
1,833,2020-05-20,Severe
1,97,2020-04-05,Moderate
1,1327,2020-05-23,Moderate
2,438,2020-10-18,Light
3,852,2020-03-24,Moderate
3,213,2020-01-17,Light
5,62,2020-02-26,Severe
2,283,2020-07-18,Light
1,311,2020-07-07,Severe
2,488,2020-05-19,Light
2,44,2020-02-06,Heavy
2,371,2020-03-03,Light
2,504,2020-01-16,Light
2,199,2020-05-17,Moderate
1,1286,2020-08-21,Severe
6,1205,2020-11-30,Severe
1,1054,2020-06-27,Severe
5,1242,2020-02-14,Severe
1,109,2020-05-14,Severe
2,109,2020-10-11,Light
2,171,2020-12-21,Light
3,839,2020-03-21,Light
1,631,2020-11-26,Severe
1,655,2020-01-26,Severe
1,213,2020-01-29,Severe
3,310,2020-04-14,Light
2,140,2020-11-26,Light
2,1428,2020-07-04,Light
2,159,2020-07-31,Light
1,1541,2020-05-16,Severe
2,1263,2020-03-18,Light
1,578,2020-10-23,Severe
2,1424,2020-06-08,Moderate
3,525,2020-12-11,Light
1,112,2020-08-20,Severe
2,54,2020-06-03,Light
1,1641,2020-07-29,Severe
2,256,2020-02-01,Light
1,237,2020-06-27,Moderate
1,419,2020-11-05,Severe
1,529,2020-11-05,Severe
1,85,2020-07-05,Severe
2,1642,2020-12-31,Moderate
1,1244,2020-12-20,Severe
1,585,2020-10-03,Severe
2,1486,2020-08-27,Light
1,336,2020-05-17,Moderate
2,299,2020-04-23,Light
1,370,2020-10-24,Severe
1,1293,2020-10-23,Severe
2,958,2020-01-03,Light
2,1643,2020-03-20,Light
1,317,2020-03-23,Moderate
3,251,2020-12-25,Light
2,298,2020-10-17,Light
2,358,2020-06-18,Light
1,1296,2020-02-14,Severe
3,52,2020-01-19,Light
2,929,2020-04-12,Light
2,1278,2020-03-15,Light
1,1028,2020-03-27,Severe
2,1157,2020-05-28,Moderate
2,331,2020-02-16,Light
3,1644,2020-01-17,Light
3,651,2020-12-14,Light
5,1243,2020-06-13,Severe
2,803,2020-06-02,Light
3,102,2020-01-21,Light
5,1645,2020-02-15,Severe
2,1437,2020-02-18,Moderate
2,1538,2020-03-25,Heavy
2,752,2020-11-24,Light
1,1092,2020-03-08,Severe
5,281,2020-03-05,Severe
2,1573,2020-03-28,Light
3,650,2020-02-12,Heavy
2,67,2020-10-31,Light
2,1351,2020-11-15,Light
2,1103,2020-02-24,Light
1,410,2020-10-02,Severe
1,382,2020-11-01,Moderate
2,488,2020-10-25,Light
2,1406,2020-06-01,Light
2,268,2020-01-28,Light
1,613,2020-02-17,Severe
2,1013,2020-02-05,Heavy
2,283,2020-07-26,Light
2,245,2020-11-29,Light
2,1073,2020-11-25,Light
1,952,2020-09-01,Moderate
2,213,2020-04-29,Light
2,688,2020-02-24,Moderate
3,1646,2020-02-07,Light
2,245,2020-07-01,Light
1,591,2020-01-01,Severe
2,748,2020-09-24,Light
3,1647,2020-12-17,Light
2,761,2020-04-20,Light
2,992,2020-06-01,Light
1,271,2020-02-12,Severe
3,949,2020-12-29,Light
1,611,2020-10-15,Severe
2,212,2020-05-17,Moderate
3,520,2020-02-28,Light
3,324,2020-01-28,Light
6,508,2020-11-29,Severe
2,454,2020-02-10,Light
2,1419,2020-08-17,Light
2,998,2020-09-29,Light
2,1648,2020-05-26,Light
1,1316,2020-12-21,Severe
2,521,2020-05-24,Light
2,688,2020-01-18,Moderate
2,166,2020-06-07,Light
2,1408,2020-05-08,Light
3,332,2020-02-13,Heavy
2,1404,2020-02-09,Light
1,1573,2020-08-01,Severe
3,1232,2020-01-20,Light
1,437,2020-03-23,Moderate
2,178,2020-05-17,Heavy
1,101,2020-09-08,Moderate
1,140,2020-11-06,Severe
2,2,2020-08-22,Light
2,380,2020-02-26,Light
2,1055,2020-06-11,Light
2,1211,2020-04-08,Moderate
3,255,2020-12-12,Light
2,1381,2020-04-22,Light
2,142,2020-02-10,Light
2,1605,2020-10-20,Light
2,571,2020-11-01,Light
3,973,2020-04-17,Light
2,482,2020-04-20,Moderate
2,1649,2020-02-05,Light
1,1033,2020-08-24,Severe
2,2,2020-06-11,Light
3,1452,2020-03-04,Light
2,233,2020-07-04,Light
1,601,2020-05-11,Moderate
3,1627,2020-03-22,Light
2,143,2020-05-03,Light
1,381,2020-01-01,Moderate
2,23,2020-07-20,Light
1,413,2020-10-14,Moderate
3,773,2020-11-13,Light
2,1198,2020-11-22,Light
2,126,2020-07-23,Light
2,295,2020-05-23,Light
2,1110,2020-11-09,Light
1,92,2020-07-09,Severe
2,732,2020-08-25,Light
1,1467,2020-11-14,Severe
2,137,2020-02-10,Light
3,686,2020-01-23,Light
2,304,2020-09-17,Light
1,1506,2020-01-04,Severe
3,1277,2020-04-15,Light
2,190,2020-08-01,Light
7,1650,2020-05-20,Other
1,1137,2020-01-28,Severe
2,176,2020-03-27,Light
2,1031,2020-08-04,Light
3,132,2020-11-25,Light
2,109,2020-04-12,Light
4,457,2020-08-10,UNK
1,837,2020-01-24,Severe
1,243,2020-12-21,Severe
2,213,2020-02-23,Light
2,705,2020-05-24,Light
2,209,2020-04-03,Light
1,390,2020-06-21,Severe
1,1624,2020-11-21,Severe
2,234,2020-08-30,Light
2,1174,2020-11-29,Light
1,1518,2020-10-25,Moderate
2,602,2020-06-11,Light
2,1579,2020-10-11,Light
2,76,2020-12-05,Light
1,209,2020-05-14,Severe
2,1480,2020-05-23,Light
5,1049,2020-11-14,Severe
1,742,2020-06-25,Moderate
2,534,2020-01-31,Light
2,1170,2020-02-26,Light
2,166,2020-04-02,Light
2,417,2020-11-11,Light
2,1438,2020-11-25,Heavy
2,1651,2020-12-31,Moderate
2,1610,2020-10-19,Moderate
1,1040,2020-11-28,Severe
2,1652,2020-06-09,Light
1,1113,2020-01-04,Severe
2,969,2020-11-11,Light
3,286,2020-01-29,Light
4,1057,2020-04-12,UNK
1,239,2020-07-30,Severe
2,986,2020-08-05,Light
2,1564,2020-04-17,Light
3,46,2020-01-02,Light
2,279,2020-10-28,Light
2,192,2020-09-25,Light
2,1324,2020-02-17,Light
1,402,2020-04-08,Moderate
2,639,2020-03-31,Light
1,601,2020-08-21,Severe
2,629,2020-04-18,Light
3,1376,2020-03-17,Light
2,1013,2020-03-10,Light
2,23,2020-06-28,Light
3,605,2020-12-03,Light
2,23,2020-02-27,Moderate
3,183,2020-02-25,Light
5,1296,2020-09-09,Severe
1,724,2020-01-13,Moderate
2,1087,2020-02-24,Light
1,597,2020-09-03,Severe
2,752,2020-04-29,Light
4,651,2020-07-21,UNK
1,138,2020-10-11,Severe
2,1058,2020-03-27,Light
2,933,2020-02-24,Light
2,1019,2020-03-10,Moderate
2,125,2020-03-19,Light
3,932,2020-02-13,Light
1,1292,2020-08-09,Moderate
2,1635,2020-05-17,Light
3,105,2020-02-08,Light
2,250,2020-12-07,Light
2,445,2020-05-25,Light
2,163,2020-05-16,Light
2,444,2020-06-09,Moderate
3,98,2020-11-13,Moderate
2,983,2020-05-25,Light
1,106,2020-09-28,Moderate
1,1247,2020-03-18,Severe
1,546,2020-02-12,Severe
2,577,2020-01-24,Light
2,520,2020-02-01,Light
3,1380,2020-02-08,Moderate
1,384,2020-01-01,Severe
2,1185,2020-03-24,Light
2,319,2020-07-30,Heavy
3,60,2020-12-08,Light
3,224,2020-12-23,Light
2,115,2020-03-23,Moderate
2,926,2020-03-19,Light
1,953,2020-07-05,Severe
2,187,2020-02-04,Light
3,607,2020-02-07,Light
2,271,2020-12-16,Light
2,786,2020-01-15,Light
2,879,2020-04-17,Light
2,195,2020-11-29,Light
2,309,2020-11-12,Moderate
1,97,2020-10-02,Severe
2,160,2020-08-06,Light
2,507,2020-02-01,Light
3,1062,2020-12-12,Light
2,396,2020-08-31,Light
3,1060,2020-12-12,Moderate
2,26,2020-04-23,Light
2,1047,2020-05-18,Light
2,625,2020-12-31,Light
1,143,2020-02-18,Severe
1,1369,2020-12-30,Severe
2,194,2020-03-12,Moderate
1,951,2020-02-08,Severe
1,1369,2020-10-08,Moderate
1,530,2020-06-19,Severe
2,585,2020-11-05,Light
3,1497,2020-12-25,Light
2,213,2020-04-24,Light
2,398,2020-09-27,Moderate
2,323,2020-03-24,Light
2,276,2020-02-20,Light
2,246,2020-07-17,Light
2,406,2020-10-27,Light
2,566,2020-12-20,Moderate
2,1242,2020-05-26,Light
2,1395,2020-07-20,Light
2,9,2020-09-19,Moderate
2,543,2020-11-30,Moderate
1,18,2020-11-21,Severe
1,337,2020-09-25,Severe
2,548,2020-12-08,Light
4,256,2020-06-04,UNK
2,984,2020-02-07,Light
2,403,2020-06-26,Light
2,1080,2020-04-20,Moderate
2,1413,2020-08-28,Light
2,901,2020-01-31,Light
2,1211,2020-05-16,Moderate
2,1653,2020-05-19,Light
2,1654,2020-05-19,Light
3,697,2020-11-10,Light
2,1547,2020-01-02,Light
2,712,2020-03-18,Light
2,1173,2020-02-01,Light
1,336,2020-03-29,Severe
2,603,2020-05-06,Light
2,668,2020-08-29,Light
4,468,2020-06-25,UNK
2,1655,2020-03-23,Light
2,29,2020-06-22,Light
1,1442,2020-08-08,Severe
2,11,2020-11-30,Light
2,804,2020-03-23,Light
2,890,2020-05-25,Moderate
6,1483,2020-12-23,Severe
2,1503,2020-05-31,Light
2,782,2020-08-24,Light
2,321,2020-01-03,Light
2,878,2020-05-02,Light
2,1044,2020-11-23,Moderate
1,748,2020-03-09,Severe
2,614,2020-10-15,Light
2,410,2020-01-31,Light
2,1137,2020-06-27,Light
2,260,2020-09-03,Moderate
2,389,2020-11-30,Moderate
2,151,2020-06-22,Light
2,154,2020-12-02,Light
2,1184,2020-09-08,Light
2,705,2020-09-29,Light
2,447,2020-06-25,Light
3,1656,2020-03-18,Light
1,1445,2020-11-16,Severe
4,117,2020-06-09,UNK
2,908,2020-08-08,Light
2,27,2020-03-17,Light
1,878,2020-10-04,Moderate
2,661,2020-10-12,Light
2,257,2020-11-30,Light
2,763,2020-08-01,Light
2,1264,2020-07-06,Light
2,958,2020-06-12,Light
2,1369,2020-03-25,Light
3,1573,2020-10-22,Heavy
2,455,2020-06-30,Moderate
2,327,2020-03-04,Light
3,879,2020-01-23,Light
1,1591,2020-01-13,Severe
2,488,2020-02-11,Light
1,828,2020-11-12,Severe
1,205,2020-01-26,Severe
2,139,2020-11-11,Heavy
2,14,2020-06-09,Light
2,368,2020-07-01,Light
2,591,2020-06-23,Heavy
3,732,2020-11-26,Light
2,132,2020-08-05,Light
2,77,2020-02-20,Light
2,1409,2020-08-01,Heavy
2,1431,2020-08-22,Light
3,46,2020-11-27,Light
1,5,2020-04-02,Moderate
2,106,2020-03-20,Light
1,1495,2020-12-06,Moderate
2,1453,2020-01-25,Light
2,149,2020-03-10,Light
2,578,2020-10-27,Light
1,1011,2020-02-13,Severe
1,441,2020-05-02,Moderate
1,1104,2020-03-13,Moderate
2,528,2020-08-13,Heavy
3,239,2020-02-20,Light
2,323,2020-11-23,Light
2,618,2020-08-01,Light
4,1416,2020-04-29,UNK
2,822,2020-07-24,Light
2,90,2020-11-12,Light
3,396,2020-04-14,Light
2,1239,2020-01-03,Light
1,1125,2020-01-08,Severe
2,311,2020-02-19,Light
2,256,2020-10-22,Moderate
2,937,2020-05-07,Light
1,95,2020-11-21,Severe
